,NAICS12,INDEX ITEM DESCRIPTION
6552,325520,Mucilage adhesives manufacturing
6553,325520,"Pastes, adhesive, manufacturing"
6554,325520,Pipe sealing compounds manufacturing
6555,325520,Plumbers' putty manufacturing
6556,325520,Rubber cements manufacturing
6557,325520,Sealing compounds for pipe threads and joints manufacturing
6558,325520,Starch glues manufacturing
6559,325520,Tile adhesives manufacturing
6560,325611,Bar soaps manufacturing
6561,325611,Dentifrices manufacturing
6562,325611,"Detergents (e.g., dishwashing, industrial, laundry) manufacturing"
6563,325611,Dishwasher detergents manufacturing
6564,325611,"Glycerin (i.e., glycerol), natural, manufacturing"
6565,325611,"Hand soaps (e.g., hard, liquid, soft) manufacturing"
6566,325611,"Laundry soap, chips, and powder manufacturing"
6567,325611,Mechanic's hand soaps and pastes manufacturing
6568,325611,Presoaks manufacturing
6569,325611,"Scouring cleansers (e.g., pastes, powders) manufacturing"
6570,325611,"Soaps (e.g., bar, chip, powder) manufacturing"
6571,325611,"Teeth whiteners (e.g., pastes, gels) manufacturing"
6572,325611,Toilet soaps manufacturing
6573,325611,"Toothpastes, gels, and tooth powders manufacturing"
6574,325611,Waterless hand soaps manufacturing
6575,325612,Airfreshners manufacturing
6576,325612,"Ammonia, household-type, manufacturing"
6577,325612,Automobile polishes and cleaners manufacturing
6578,325612,Beeswax polishes and waxes manufacturing
6579,325612,"Bleaches, formulated for household use, manufacturing"
6580,325612,Brass polishes manufacturing
6581,325612,Buffing compounds manufacturing
6582,325612,"Cloths, dusting and polishing, chemically treated, manufacturing"
6583,325612,Copper cleaners manufacturing
6584,325612,"Degreasing preparations, household-type, manufacturing"
6585,325612,Deodorants (except personal) manufacturing
6586,325612,"Disinfectants, household-type and industrial, manufacturing"
6587,325612,Drain pipe cleaners manufacturing
6588,325612,Drycleaning preparations manufacturing
6589,325612,Fabric softeners manufacturing
6590,325612,Floor polishes and waxes manufacturing
6591,325612,Furniture polishes and waxes manufacturing
6592,325612,Glass and tile cleaning preparations manufacturing
6593,325612,Ink eradicators manufacturing
6594,325612,Kitchen degreasing and cleaning preparations manufacturing
6595,325612,"Lye, household-type, manufacturing"
6596,325612,"Metal polishes (i.e., tarnish removers) manufacturing"
6597,325612,Oven cleaners manufacturing
6598,325612,"Polishes (e.g., automobile, furniture, metal, shoe) manufacturing"
6599,325612,Polishing preparations manufacturing
6600,325612,Recycling drycleaning fluids
6601,325612,Rug cleaning preparations manufacturing
6602,325612,Rust removers manufacturing
6603,325612,Saddle soaps manufacturing
6604,325612,Shoe polishes and cleaners manufacturing
6605,325612,Silver polishes manufacturing
6606,325612,Soot removing chemicals manufacturing
6607,325612,Spot removers (except laundry presoaks) manufacturing
6608,325612,"Starches, laundry, manufacturing"
6609,325612,"Sweeping compounds, absorbent, manufacturing"
6610,325612,Toilet bowl cleaners manufacturing
6611,325612,Tub and tile cleaning preparations manufacturing
6612,325612,Wallpaper cleaners manufacturing
6613,325612,Wax removers manufacturing
6614,325612,"Waxes, polishing (e.g., floor, furniture), manufacturing"
6615,325612,Window cleaning preparations manufacturing
6616,325612,Windshield washer fluid manufacturing
6617,325613,"Assistants, textile and leather finishing, manufacturing"
6618,325613,"Emulsifiers (i.e., surface-active agents) manufacturing"
6619,325613,"Finishing agents, textile and leather, manufacturing"
6620,325613,Mordants manufacturing
6621,325613,"Oils, soluble (i.e., textile finishing assistants), manufacturing"
6622,325613,Penetrants manufacturing
6623,325613,"Softeners, leather or textile, manufacturing"
6624,325613,Surface active agents manufacturing
6625,325613,Textile finishing assistants manufacturing
6626,325613,Textile scouring agents manufacturing
6627,325613,Wetting agents manufacturing
6628,325620,After-shave preparations manufacturing
6629,325620,"Antiperspirants, personal, manufacturing"
6630,325620,Baby powder and baby oil manufacturing
6631,325620,Bath salts manufacturing
6632,325620,Blending and compounding perfume bases
6633,325620,"Blushes, face, manufacturing"
6634,325620,Bubble bath preparations manufacturing
6635,325620,Colognes manufacturing
6636,325620,"Cosmetic creams, lotions, and oils manufacturing"
6637,325620,Dental floss manufacturing
6638,325620,Denture adhesives manufacturing
6639,325620,"Denture cleaners, effervescent, manufacturing"
6640,325620,"Deodorants, personal, manufacturing"
6641,325620,Depilatory preparations manufacturing
6642,325620,"Eye make-up (e.g., eye shadow, eyebrow pencil, mascara) manufacturing"
6643,325620,"Face creams (e.g., cleansing, moisturizing) manufacturing"
6644,325620,"Foundations (i.e., make-up) manufacturing"
6645,325620,Hair coloring preparations manufacturing
6646,325620,"Hair preparations (e.g., conditioners, dyes, rinses, shampoos) manufacturing"
6647,325620,Hair sprays manufacturing
6648,325620,Hand lotions manufacturing
6649,325620,Lipsticks manufacturing
6650,325620,"Lotions (e.g., body, face, hand) manufacturing"
6651,325620,"Make-up (i.e., cosmetics) manufacturing"
6652,325620,Manicure preparations manufacturing
6653,325620,Mouthwashes (except medicinal) manufacturing
6654,325620,Nail polish remover manufacturing
6655,325620,Nail polishes manufacturing
6656,325620,Perfumes manufacturing
6657,325620,Permanent wave preparations manufacturing
6658,325620,"Powders (e.g., baby, body, face, talcum, toilet) manufacturing"
6659,325620,"Rouge, cosmetic, manufacturing"
6660,325620,"Sachet, scented, manufacturing"
6661,325620,"Shampoos and conditioners, hair, manufacturing"
6662,325620,"Shaving preparations (e.g., creams, gels, lotions, powders) manufacturing"
6663,325620,Sunscreen lotions and oils manufacturing
6664,325620,Suntan lotions and oils manufacturing
6665,325620,Talcum powders manufacturing
6666,325620,"Tints, dyes, and rinses, hair, manufacturing"
6667,325620,"Toilet preparations (e.g., cosmetics, deodorants, perfumes) manufacturing"
6668,325620,Toilet water manufacturing
6669,325620,"Towelettes, premoistened, manufacturing"
6670,325910,Bronze printing inks manufacturing
6671,325910,Duplicating inks manufacturing
6672,325910,Flexographic inks manufacturing
6673,325910,Gold printing inks manufacturing
6674,325910,Gravure inks manufacturing
6675,325910,Inkjet cartridges manufacturing
6676,325910,Inkjet inks manufacturing
6677,325910,"Inks, printing, manufacturing"
6678,325910,Letterpress inks manufacturing
6679,325910,Lithographic inks manufacturing
6680,325910,Offset inks manufacturing
6681,325910,Printing inks manufacturing
6682,325910,Screen process inks manufacturing
6683,325910,Stencil inks manufacturing
6684,325910,Textile printing inks manufacturing
6685,325920,Amatols manufacturing
6686,325920,Azides explosive materials manufacturing
6687,325920,"Blasting accessories (e.g., caps, fuses, ignitors, squibbs) manufacturing"
6688,325920,Blasting powders manufacturing
6689,325920,"Caps, blasting and detonating, manufacturing"
6690,325920,Cordite explosive materials manufacturing
6691,325920,"Detonating caps, cord, fuses, and primers manufacturing"
6692,325920,Detonators (except ammunition) manufacturing
6693,325920,Dynamite manufacturing
6694,325920,Explosives manufacturing
6695,325920,Gunpowder manufacturing
6696,325920,Mannitol hexanitrate explosive materials manufacturing
6697,325920,Mercury fulminate explosive materials manufacturing
6698,325920,Nitrocellulose explosive materials manufacturing
6699,325920,Nitroglycerin explosive materials manufacturing
6700,325920,Nitrostarch explosive materials manufacturing
6701,325920,Pentolite explosive materials manufacturing
6702,325920,Picric acid explosive materials manufacturing
6703,325920,"Safety fuses, blasting, manufacturing"
6704,325920,Styphnic acid explosive materials manufacturing
6705,325920,Tetryl explosive materials manufacturing
6706,325920,TNT (trinitrotoluene) manufacturing
6707,325920,Trinitrotoluene (TNT) manufacturing
6708,325991,"Custom compounding (i.e., blending and mixing) of purchased plastics resins"
6709,325991,Plastics resins compounding from recycled materials
6710,325991,"Plastics resins, custom compounding of purchased"
6711,325991,Reformulating plastics resins from recycled plastics products
6712,325992,Computer printer toner cartridges manufacturing
6713,325992,"Developers, prepared photographic, manufacturing"
6714,325992,"Diazo (i.e., whiteprint) paper and cloth, sensitized, manufacturing"
6715,325992,"Driers, photographic chemical, manufacturing"
6716,325992,Facsimile toner cartridges manufacturing
6717,325992,"Film, sensitized (e.g., camera, motion picture, X-ray), manufacturing"
6718,325992,"Fixers, prepared photographic, manufacturing"
6719,325992,"Graphic arts plates, sensitized, manufacturing"
6720,325992,"Heat sensitized (i.e., thermal) paper made from purchased paper"
6721,325992,Motion picture film manufacturing
6722,325992,"Paper, photographic sensitized, manufacturing"
6723,325992,Photocopying toner cartridges manufacturing
6724,325992,Photographic chemicals manufacturing
6725,325992,"Photographic film, cloth, paper, and plate, sensitized, manufacturing"
6726,325992,Photomasks manufacturing
6727,325992,Photosensitized paper manufacturing
6728,325992,"Sensitized cloth or paper (e.g., blueprint, photographic) manufacturing"
6729,325992,Toner cartridges manufacturing
6730,325992,Toner cartridges rebuilding
6731,325992,"Toners, electrostatic and photographic, manufacturing"
6732,325992,"X-ray film and plates, sensitized, manufacturing"
6733,325998,Activated carbon or charcoal manufacturing
6734,325998,"Additive preparations for gasoline (e.g., antiknock preparations, detergents, gum inhibitors) manufacturing"
6735,325998,Aerosol can filling on a job order or contract basis
6736,325998,Aerosol packaging services
6737,325998,Anise oil manufacturing
6738,325998,Antifreeze preparations manufacturing
6739,325998,Antiscaling compounds manufacturing
6740,325998,Bay oil manufacturing
6741,325998,"Brake fluid, synthetic, manufacturing"
6742,325998,Caps for toy pistols manufacturing
6743,325998,"Capsules, gelatin, empty, manufacturing"
6744,325998,"Carbon, activated, manufacturing"
6745,325998,Carburetor cleaners manufacturing
6746,325998,Cat litter manufacturing
6747,325998,Cedar oil manufacturing
6748,325998,"Charcoal, activated, manufacturing"
6749,325998,Citronella oil manufacturing
6750,325998,Clove oil manufacturing
6751,325998,"Concrete additive preparations (e.g., curing, hardening) manufacturing"
6752,325998,"Correction fluids (i.e., typewriter) manufacturing"
6753,325998,Crankcase additive preparations manufacturing
6754,325998,"Cutting oils, synthetic, manufacturing"
6755,325998,Defoamers and antifoaming agents manufacturing
6756,325998,Degreasing preparations for machinery parts manufacturing
6757,325998,Deicing preparations manufacturing
6758,325998,Desalination kits manufacturing
6759,325998,Distilled water manufacturing
6760,325998,Drawing inks manufacturing
6761,325998,"Drilling mud compounds, conditioners, and additives (except bentonites) manufacturing"
6762,325998,"Dye preparations, clothing, household-type, manufacturing"
6763,325998,Embalming fluids manufacturing
6764,325998,Engine degreasers manufacturing
6765,325998,Engine starting fluids manufacturing
6766,325998,Essential oils manufacturing
6767,325998,Eucalyptus oil manufacturing
6768,325998,Fire extinguisher chemical preparations manufacturing
6769,325998,Fire retardant chemical preparations manufacturing
6770,325998,Fireworks manufacturing
6771,325998,Flares manufacturing
6772,325998,"Fluxes (e.g., brazing, galvanizing, soldering, welding) manufacturing"
6773,325998,"Foundry core oil, wash, and wax manufacturing"
6774,325998,Gelatin (except dessert preparations) manufacturing
6775,325998,"Gelatin capsules, empty, manufacturing"
6776,325998,Grapefruit oil manufacturing
6777,325998,"Greases, synthetic lubricating, manufacturing"
6778,325998,"Hydraulic fluids, synthetic, manufacturing"
6779,325998,Incense manufacturing
6780,325998,Indelible inks manufacturing
6781,325998,India inks manufacturing
6782,325998,Industrial salt manufacturing
6783,325998,"Inhibitors (e.g., corrosion, oxidation, polymerization) manufacturing"
6784,325998,"Inks, writing, manufacturing"
6785,325998,Insulating oils manufacturing
6786,325998,Lemon oil manufacturing
6787,325998,"Lighter fluids (e.g., charcoal, cigarette) manufacturing"
6788,325998,Lime oil manufacturing
6789,325998,"Lubricating oils and greases, synthetic, manufacturing"
6790,325998,Matches and match books manufacturing
6791,325998,"Motor oils, synthetic, manufacturing"
6792,325998,Napalm manufacturing
6793,325998,Oil additive preparations manufacturing
6794,325998,"Oils (e.g., cutting, lubricating), synthetic, manufacturing"
6795,325998,"Oils, lubricating, synthetic, manufacturing"
6796,325998,Orange oil manufacturing
6797,325998,Orris oil manufacturing
6798,325998,Ossein manufacturing
6799,325998,Packer's fluids manufacturing
6800,325998,"Penetrating fluids, synthetic, manufacturing"
6801,325998,Peppermint oil manufacturing
6802,325998,"Pyrotechnics (e.g., flares, flashlight bombs, signals) manufacturing"
6803,325998,Radiator additive preparations manufacturing
6804,325998,"Recycling services for degreasing solvents (e.g., engine, machinery) manufacturing"
6805,325998,"Retarders (e.g., flameproofing agents, mildewproofing agents) manufacturing"
6806,325998,"Rubber processing preparations (e.g., accelerators, stabilizers) manufacturing"
6807,325998,Rust preventive preparations manufacturing
